... -> 410 -> 415 -> 420
0 1 2 3 4 5 6 7 8 9 10 11 realVoltageProx voltageProx voltageDist degreesProx degreesDist
5.19171 6.78449 41.7132 3.33318 2.18655 20.9496 5.16839 20.5741 2.02201 0 25.9355 9.37444 415 415 429 24.7828 20.2881
5.96158 6.9728 43.0652 2.87208 3.37816 22.6552 4.41793 19.6987 2.95057 0 26.1855 8.89773 415 415 429 25.2176 20.2881
7.34627 7.56665 39.7412 1.14139 2.97372 20.508 6.0425 17.261 1.91447 0 24.3105 9.65889 415 415 304 24.7828 19.8565
8.0383 7.86323 38.0791 0.276077 2.77136 19.4345 6.85436 16.0421 1.39633 0 23.373 10.0395 415 415 148 24.7828 19.8565
8.384 8.01117 37.2481 0 2.67005 18.8977 7.25987 15.4327 1.13717 0 22.9042 10.2298 415 415 272 24.7828 20.2881
5.05654 5.58479 36.8326 0 3.61925 18.1293 7.96221 17.628 0 0 22.6699 7.8249 415 415 303 24.7828 19.8565
3.39274 4.37146 36.6249 0 4.0936 17.7451 8.31291 18.7256 0 0 22.5527 6.62217 415 415 272 24.7828 20.2881
4.56078 5.26466 37.021 0.0902055 2.83053 19.053 7.98778 17.7744 0 0 22.9941 7.02049 415 415 428 24.7828 20.2881
5.14459 5.711 37.2191 0.750658 2.19891 19.7069 7.8248 17.2988 0.332147 0 23.2148 7.21923 415 415 428 24.7828 20.2881
5.43629 5.93391 37.3181 1.0808 1.88302 20.0339 7.74289 17.061 0.605241 0 23.3251 7.31817 415 415 303 24.7828 19.8565
5.08193 6.04509 36.8676 0.745791 3.22498 20.1974 7.20151 17.9421 0.741702 0 24.3803 7.36722 415 415 146 24.7828 19.8565
4.90458 6.10043 36.6424 0.578262 3.89572 20.2791 6.93046 18.3827 0.809845 0 24.9079 7.39132 415 415 302 24.7828 20.2881
6.31574 5.12783 39.0298 1.49447 3.23084 19.32 6.79457 18.603 0.84383 0 24.1717 8.40295 415 415 427 24.7828 20.2881
7.02103 4.64135 40.2235 1.95244 2.89826 18.8404 6.72626 18.7131 0.860736 0 23.8036 8.90877 415 415 271 24.7828 20.2881
7.3734 4.39793 40.8203 2.18128 2.73184 18.6006 6.69175 18.7682 0.869102 0 23.6195 9.16167 415 415 895 25.2176 20.2881
6.04931 3.77605 38.6187 1.29556 2.64848 19.9808 7.67412 16.7957 0 0 23.5275 7.28813 415 415 739 25.2176 20.2881
5.38709 3.46497 37.5179 0.852674 2.60667 20.6708 8.16484 15.8095 0 0 23.4815 6.35104 415 415 770 25.2176 20.2881
4.55581 2.80929 36.4675 1.13121 1.08562 19.0158 8.40972 19.3164 0 0 24.9585 6.88219 415 415 615 24.7828 19.8565
4.14003 2.48137 35.9423 1.27039 0.325123 18.1884 8.53169 21.0698 0 0 25.697 7.14735 415 415 615 25.2176 20.2881
3.93201 2.31731 35.6797 1.3399 0 17.7746 8.5922 21.9465 0 0 26.0662 7.2795 415 415 459 24.7828 19.8565
3.32786 2.73519 37.0484 1.37458 1.75481 19.0677 8.12198 21.3849 0 0 25.2509 8.84515 415 415 303 24.7828 19.8565
3.02569 2.94399 37.7328 1.39183 2.65957 19.7143 7.88646 21.1041 0 0 24.8432 9.62798 415 415 272 25.2176 20.2881
3.37451 2.04826 39.075 0.400373 1.61176 18.5376 8.26827 15.9637 0 0 23.6393 9.01939 415 415 271 24.7828 20.2881
3.54878 1.60034 39.7461 0 1.08782 17.9492 8.45871 13.3935 0 0 23.0374 8.71462 415 415 427 25.2176 20.2881
3.63578 1.37634 40.0816 0 0.825823 17.655 8.55346 12.1083 0 0 22.7364 8.56175 415 415 427 25.2176 20.2881
3.67915 5.76428 40.2494 2.033 2.19479 20.008 6.10036 16.4658 0 0 24.586 9.48484 415 415 427 25.2176 20.2881
3.7007 7.95826 40.3333 3.2208 2.87909 21.1844 4.87361 18.6445 1.43585 0 25.5107 9.94639 415 415 271 25.2176 20.2881
3.71133 3.55524 39.8752 1.81445 1.72104 18.2726 6.76003 16.2339 0.158594 0 24.9731 5.67716 415 415 271 25.2176 20.2881
3.71652 1.35377 39.6462 1.11125 1.14199 16.8168 7.70277 15.0286 0 0 24.7043 3.54246 415 415 427 25.2176 20.2881
3.71898 0.253075 39.5317 0.759622 0.852428 16.0888 8.17367 14.4259 0 0 24.5699 2.47503 415 415 272 25.2176 20.2881
4.72007 3.20276 39.9744 1.08379 2.20762 16.7248 7.40864 16.1246 0.0414612 0 25.0027 5.94124 415 415 303 25.2176 20.2881
5.22041 4.67734 40.1958 1.24579 2.88502 17.0429 7.02577 16.9739 0.461642 0 25.2191 7.67434 415 415 272 25.2176 20.2881
4.97037 5.91437 39.3065 2.8267 2.72353 17.7019 5.83397 16.3986 0.671645 0 24.8273 7.5409 415 415 428 24.7828 20.2881
4.84518 6.53258 38.8618 3.6169 2.64265 18.0314 5.23781 16.1109 0.77656 0 24.6314 7.47375 415 415 303 24.7828 19.8565
4.78242 6.84137 38.6395 4.01175 2.60207 18.1961 4.93948 15.9671 0.82893 0 24.5334 7.43975 415 415 427 24.7828 20.2881
5.75086 4.49546 39.0283 2.70891 2.08164 18.7785 5.29006 16.3952 1.35503 0 24.4845 7.92233 415 415 146 24.7828 19.8565
6.23484 3.32242 39.2227 2.05741 1.82134 19.0697 5.46505 16.6092 1.61789 0 24.46 8.16314 415 415 302 24.7828 19.8565
5.97659 4.7358 39.8199 2.23158 1.1911 18.7153 6.05223 17.2162 1.24914 0 24.4477 8.28307 415 415 271 24.7828 20.2881
5.84726 5.44223 40.1185 2.31852 0.875956 18.5381 6.34546 17.5197 1.06467 0 24.4416 8.34255 415 415 146 24.7828 19.8565
5.78238 5.79518 40.2678 2.36185 0.718352 18.4495 6.49171 17.6715 0.972353 0 24.4385 8.37181 415 415 301 24.7828 19.8565
6.74974 5.9714 40.3425 1.88338 2.63952 19.4052 5.06447 18.7474 1.92611 0 25.437 9.88597 415 415 145 24.7828 19.8565
7.23314 6.05924 40.3798 1.64406 3.59986 19.883 4.35065 19.2853 2.4027 0 25.9363 10.643 415 415 145 24.7828 19.8565
4.97456 4.1029 39.3985 0.524313 2.07978 17.1219 6.99354 17.0543 0 0 26.1859 8.52158 415 415 145 24.7828 19.8565
3.84517 3.12463 38.9078 0 1.31971 15.7414 8.31499 15.9388 0 0 26.3107 7.46048 415 415 145 24.7828 19.8565
3.28038 2.63541 38.6625 0 0.939645 15.0511 8.97571 15.381 0 0 26.3731 6.92957 415 415 144 24.7828 20.2881
4.49788 3.89071 38.0398 0.544687 0.749582 17.206 8.30608 16.6021 0 0 25.4043 5.66375 415 415 894 24.7828 19.8565
5.10643 4.51814 37.7285 0.974652 0.65452 18.2834 7.97084 17.2127 0 0 24.9199 5.03059 415 415 613 25.2176 20.2881
6.91049 5.83163 39.5728 1.18955 3.10696 20.3221 4.8028 16.518 1.85771 0 24.1777 8.21376 415 415 769 25.2176 19.8565
7.81221 6.48807 40.495 1.29692 4.33288 21.3415 3.2187 16.1706 2.86888 0 23.8066 9.80534 415 415 738 24.7828 19.8565
6.76275 6.31598 39.9561 1.85052 3.44554 20.3512 4.92655 16.4969 1.37408 0 22.621 8.60113 415 415 613 25.2176 19.8565
6.23782 6.22968 39.6866 2.12718 3.00173 19.856 5.78012 16.6601 0.626694 0 22.0283 7.99861 420 415 583 25.2176 19.8565
5.97514 6.18626 39.5519 2.26537 2.77968 19.6084 6.20654 16.7417 0.253012 0 21.7319 7.69692 420 420 302 24.7828 19.8565
6.3436 5.66429 38.4845 1.83432 3.66852 18.9847 6.41939 17.2825 0 0 24.5837 7.54566 420 420 270 24.7828 20.2881
6.52758 5.40308 37.9508 1.61872 4.1127 18.6728 6.52545 17.5529 0 0 26.0096 7.4696 420 420 301 25.2176 20.2881
5.61933 6.77226 38.184 1.51084 3.83454 19.0168 5.57811 17.188 0 0 25.7225 5.93115 420 420 301 25.2176 19.8565
5.16504 7.4565 38.3006 1.45681 3.69527 19.1888 5.10419 17.0056 0 0 25.579 5.16168 420 420 145 24.7828 19.8565
4.93772 7.79827 38.3589 1.42972 3.62544 19.2749 4.86698 16.9144 0 0 25.5072 4.77669 420 420 145 24.7828 19.8565
5.82389 4.96881 38.888 2.41609 3.09033 17.3179 4.74812 19.3688 0 0 25.4714 4.58395 420 420 300 24.7828 19.8565
6.26673 3.55399 39.1526 2.90907 2.82264 16.3394 4.68844 20.596 0 0 25.4534 4.48732 420 420 301 25.2176 20.2881
5.98791 3.34648 38.7849 3.65537 1.68866 16.8501 5.15834 21.7096 0 0 25.9445 5.93876 420 420 301 25.2176 19.8565
5.84829 3.2426 38.601 4.02826 1.12163 17.1055 5.39299 22.2664 0.437507 0 26.19 6.66406 420 420 145 25.2176 20.2881
5.77827 3.19052 38.5091 4.21444 0.838093 17.2332 5.51 22.5448 0.658735 0 26.3127 7.02629 420 420 301 25.2176 19.8565
4.74306 4.66435 38.9631 2.80728 0 17.297 5.5682 22.684 0.769263 0 25.3741 7.20698 420 420 20 25.2176 20.2881
4.22532 5.401 39.1901 2.10362 0 17.3289 5.597 22.7536 0.824439 0 24.9048 7.2969 420 420 145 25.2176 19.8565
5.46631 5.26906 38.8036 1.7517 0.340137 18.3449 5.61108 19.7884 1.35194 0 25.6701 8.34144 420 420 270 25.2176 19.8565
6.08657 5.20287 38.6104 1.57566 0.947387 18.8529 5.61782 18.3058 1.61551 0 26.0528 8.86372 420 420 270 24.7828 20.2881
6.39645 5.16956 38.5138 1.48756 1.25093 19.1069 5.62088 17.5645 1.7471 0 26.2441 9.12485 420 420 145 24.7828 20.2881
